SEC,W,MACH,AIRSPD,TEFLAPL,XIDA,T,ALTSTD,N1,PITCH
4527,59222.69869,0.724,249,0,2.64,-26.75,34101,83,2.64
4528,59222.13219,0.724,249,0,2.81,-26.75,34101,83,2.81
4529,59221.5657,0.724,249,0,2.64,-26.75,34102,83,2.64
4530,59220.9992,0.725,249,0,2.64,-26.75,34103,83,2.64
4531,59220.4327,0.724,249,0,2.81,-26.75,34102,83,2.81
4532,59219.86621,0.726,249,0,2.64,-26.75,34104,83,2.64
4533,59219.30173,0.725,250,0,2.64,-26.75,34103,83,2.64
4534,59218.73523,0.727,250,0,2.81,-26.5,34105,83,2.81
4535,59218.1647,0.726,250,0,2.64,-26.5,34103,83,2.64
4536,59217.59619,0.727,250,0,2.64,-26.5,34105,83,2.64
4537,59217.02566,0.727,250,0,2.64,-26.5,34105,83,2.64
4538,59216.45514,0.727,250,0,2.64,-26.5,34105,83,2.64
4539,59215.88461,0.727,250,0,2.64,-26.5,34105,83,2.64
4540,59215.31408,0.727,250,0,2.64,-26.5,34105,83,2.64
4541,59214.74355,0.728,250,0,2.64,-26.5,34106,83,2.64
4542,59214.17504,0.728,250,0,2.64,-26.5,34108,83,2.64
4543,59213.6025,0.728,251,0,2.64,-26.5,34107,83,2.64
4544,59213.02995,0.727,250,0,2.64,-26.25,34105,83,2.64
4545,59212.45741,0.727,250,0,2.64,-26.25,34107,83,2.64
4546,59211.88486,0.727,250,0,2.64,-26.25,34108,83,2.64
4547,59211.31232,0.727,250,0,2.64,-26.5,34107,83,2.64
4548,59210.73978,0.727,250,0,2.64,-26.5,34107,83,2.64
4549,59210.16925,0.727,250,0,2.64,-26.5,34106,83,2.64
4550,59209.59872,0.727,250,0,2.64,-26.5,34105,83,2.64
4551,59209.02618,0.727,250,0,2.64,-26.5,34106,83,2.64
4552,59208.45363,0.728,250,0,2.64,-26.5,34105,83,2.64
4553,59207.8831,0.728,251,0,2.64,-26.5,34105,83,2.64
4554,59207.31056,0.727,250,0,2.64,-26.25,34104,83,2.64
4555,59206.73802,0.728,250,0,2.64,-26.5,34105,83,2.64
4556,59206.16547,0.727,250,0,2.64,-26.5,34105,83,2.64
4557,59205.59494,0.727,250,0,2.64,-26.5,34104,83,2.64
4558,59205.0224,0.728,250,0,2.64,-26.5,34104,83,2.64
4559,59204.44986,0.727,250,0,2.64,-26.5,34104,83,2.64
4560,59203.87731,0.727,250,0,2.64,-26.5,34105,83,2.64
4561,59203.30477,0.727,250,0,2.64,-26.5,34103,83,2.64
4562,59202.73222,0.727,250,0,2.64,-26.5,34103,83,2.64
4563,59202.15968,0.727,250,0,2.64,-26.5,34102,83,2.64
4564,59201.58714,0.727,250,0,2.64,-26.5,34104,83,2.64
4565,59201.01459,0.727,250,0,2.64,-26.5,34102,83,2.64
4566,59200.44205,0.726,250,0,2.81,-26.5,34102,83,2.81
4567,59199.87152,0.726,250,0,2.64,-26.5,34104,83,2.64
4568,59199.30099,0.726,250,0,2.64,-26.5,34102,83,2.64
4569,59198.72845,0.726,250,0,2.81,-26.5,34103,83,2.81
4570,59198.1559,0.725,250,0,2.81,-26.5,34101,83,2.81
4571,59197.58538,0.726,250,0,2.81,-26.5,34102,83,2.81
4572,59197.01485,0.726,249,0,2.81,-26.5,34102,83,2.81
4573,59196.44432,0.725,250,0,2.81,-26.5,34102,83,2.81
4574,59195.87581,0.725,249,0,2.81,-26.5,34102,83,2.81
4575,59195.30326,0.725,250,0,2.81,-26.5,34101,83,2.81
4576,59194.73274,0.725,250,0,2.81,-26.5,34102,83,2.81
4577,59194.16221,0.726,250,0,2.81,-26.5,34103,83,2.81
4578,59193.59168,0.726,250,0,2.81,-26.5,34103,83,2.81
4579,59193.02115,0.725,250,0,2.64,-26.5,34103,83,2.64
4580,59192.45062,0.725,249,0,2.64,-26.5,34104,83,2.64
4581,59191.8801,0.726,249,0,2.64,-26.5,34104,83,2.64
4582,59191.30957,0.725,250,0,2.64,-26.5,34103,83,2.64
4583,59190.73702,0.725,249,0,2.64,-26.5,34104,83,2.64
4584,59190.1665,0.725,249,0,2.64,-26.5,34105,83,2.64
4585,59189.59395,0.726,249,0,2.64,-26.5,34104,83,2.64
4586,59189.02141,0.726,249,0,2.64,-26.5,34104,83,2.64
4587,59188.44886,0.726,250,0,2.64,-26.5,34104,83,2.64
4588,59187.87834,0.726,250,0,2.64,-26.5,34104,83,2.64
4589,59187.30781,0.725,249,0,2.64,-26.5,34104,83,2.64
4590,59186.73526,0.725,249,0,2.64,-26.5,34104,83,2.64
4591,59186.1607,0.725,249,0,2.64,-26.5,34104,83,2.64
4592,59185.58413,0.726,250,0,2.64,-26.75,34104,83,2.64
4593,59185.00957,0.726,250,0,2.64,-26.75,34103,83,2.64
4594,59184.43501,0.726,250,0,2.64,-26.5,34103,83,2.64
4595,59183.86045,0.725,250,0,2.64,-26.5,34104,83,2.64
4596,59183.28589,0.725,249,0,2.64,-26.5,34104,83,2.64
4597,59182.71133,0.725,249,0,2.81,-26.5,34103,83,2.81
4598,59182.13677,0.725,249,0,2.81,-26.5,34103,83,2.81
4599,59181.56221,0.726,249,0,2.64,-26.5,34103,83,2.64
4600,59180.98765,0.726,250,0,2.64,-26.5,34104,83,2.64
4601,59180.41309,0.727,250,0,2.64,-26.5,34104,83,2.64
4602,59179.83853,0.727,250,0,2.64,-26.5,34102,83,2.64
4603,59179.26397,0.727,250,0,2.64,-26.25,34102,83,2.64
4604,59178.68941,0.727,250,0,2.81,-26.25,34103,83,2.81
4605,59178.11485,0.728,250,0,2.64,-26.25,34105,83,2.64
4606,59177.54029,0.728,250,0,2.64,-26.25,34105,83,2.64
4607,59176.96371,0.728,250,0,2.64,-26.25,34105,83,2.64
4608,59176.38714,0.728,250,0,2.64,-26.25,34105,83,2.64
4609,59175.81056,0.729,250,0,2.64,-26.25,34102,83,2.64
4610,59175.23398,0.728,251,0,2.64,-26.25,34104,83,2.64
4611,59174.65942,0.728,251,0,2.64,-26.25,34103,83,2.64
4612,59174.08486,0.728,251,0,2.64,-26.25,34105,83,2.64
4613,59173.50829,0.728,250,0,2.64,-26.25,34105,83,2.64
4614,59172.9297,0.727,250,0,2.64,-26.25,34105,83,2.64
4615,59172.3511,0.728,250,0,2.64,-26.25,34104,83,2.64
4616,59171.77453,0.727,250,0,2.64,-26.25,34104,83,2.64
4617,59171.19594,0.727,250,0,2.64,-26.25,34105,83,2.64
4618,59170.61734,0.727,250,0,2.64,-26.25,34104,83,2.64
4619,59170.04077,0.727,250,0,2.64,-26.25,34103,83,2.64
4620,59169.46218,0.728,250,0,2.64,-26.25,34102,83,2.64
4621,59168.8856,0.727,250,0,2.64,-26.25,34105,83,2.64
4622,59168.30902,0.728,250,0,2.64,-26.25,34103,83,2.64
4623,59167.73245,0.727,250,0,2.64,-26.25,34104,83,2.64
4624,59167.15587,0.727,250,0,2.81,-26.25,34103,83,2.81
4625,59166.57728,0.727,250,0,2.81,-26.5,34104,83,2.81
4626,59166.0007,0.727,250,0,2.81,-26.5,34105,83,2.81
4627,59165.42413,0.727,250,0,2.81,-26.5,34104,83,2.81
4628,59164.84755,0.726,250,0,2.99,-26.5,34107,83,2.99
4629,59164.26694,0.726,250,0,2.99,-26.5,34108,83,2.99
4630,59163.67021,0.726,250,0,2.99,-26.5,34110,84,2.99
4631,59163.06742,0.726,250,0,2.81,-26.5,34111,84,2.81
4632,59162.46262,0.725,249,0,2.81,-26.5,34113,84,2.81
4633,59161.85178,0.725,249,0,2.81,-26.5,34114,85,2.81
4634,59161.2369,0.725,249,0,2.81,-26.5,34115,85,2.81
4635,59160.62202,0.724,249,0,2.81,-26.75,34115,85,2.81
4636,59160.00512,0.724,249,0,2.81,-26.75,34115,85,2.81
4637,59159.38621,0.723,249,0,2.64,-26.75,34115,85,2.64
4638,59158.7673,0.723,248,0,2.64,-26.75,34113,85,2.64
4639,59158.1504,0.723,248,0,2.64,-27,34112,85,2.64
4640,59157.53149,0.723,248,0,2.64,-27,34112,85,2.64
4641,59156.91459,0.722,248,0,2.64,-27,34112,85,2.64
4642,59156.29568,0.722,248,0,2.64,-27,34109,85,2.64
4643,59155.67677,0.722,248,0,2.64,-27,34109,85,2.64
4644,59155.05786,0.722,248,0,2.81,-27,34108,85,2.81
4645,59154.43693,0.721,248,0,2.64,-27,34105,85,2.64
4646,59153.81802,0.722,248,0,2.64,-27,34105,85,2.64
4647,59153.1991,0.722,248,0,2.64,-27,34104,85,2.64
4648,59152.58019,0.722,248,0,2.46,-27,34102,85,2.46
4649,59151.96531,0.722,248,0,2.46,-27,34099,85,2.46
4650,59151.37059,0.723,248,0,2.46,-27,34097,85,2.46
4651,59150.7799,0.723,248,0,2.64,-27,34094,84,2.64
4652,59150.19123,0.723,249,0,2.64,-27,34093,84,2.64
4653,59149.60659,0.724,249,0,2.64,-27,34092,84,2.64
4654,59149.02397,0.724,249,0,2.64,-27,34093,84,2.64
4655,59148.44134,0.724,249,0,2.64,-27,34091,84,2.64
4656,59147.86074,0.724,249,0,2.81,-27,34092,84,2.81
4657,59147.28013,0.724,249,0,2.64,-27,34092,84,2.64
4658,59146.69952,0.724,249,0,2.64,-27,34090,84,2.64
4659,59146.12093,0.724,249,0,2.81,-27,34091,84,2.81
4660,59145.54234,0.724,249,0,2.81,-27,34090,84,2.81
4661,59144.96374,0.724,249,0,2.81,-27,34090,84,2.81
4662,59144.38314,0.724,249,0,2.81,-27,34090,84,2.81
4663,59143.80253,0.724,249,0,2.81,-27,34092,84,2.81
4664,59143.22192,0.723,249,0,2.81,-27,34091,84,2.81
4665,59142.6393,0.724,249,0,2.81,-27,34093,84,2.81
4666,59142.05667,0.723,249,0,2.81,-27.25,34094,84,2.81
4667,59141.47808,0.724,248,0,2.81,-27.25,34091,84,2.81
4668,59140.89546,0.724,249,0,2.81,-27.25,34093,84,2.81
4669,59140.31686,0.723,249,0,2.81,-27.25,34094,84,2.81
4670,59139.73626,0.723,249,0,2.81,-27.25,34094,84,2.81
4671,59139.15766,0.723,249,0,2.81,-27.25,34094,84,2.81
4672,59138.57706,0.724,249,0,2.81,-27.25,34094,84,2.81
4673,59137.99645,0.725,249,0,2.81,-27.25,34095,84,2.81
4674,59137.41584,0.724,249,0,2.81,-27.25,34096,84,2.81
4675,59136.83523,0.726,249,0,2.81,-27,34097,84,2.81
4676,59136.25261,0.726,250,0,2.81,-27,34097,84,2.81
4677,59135.66998,0.726,250,0,2.81,-27,34097,84,2.81
4678,59135.08736,0.725,249,0,2.81,-26.75,34098,84,2.81
4679,59134.50474,0.725,249,0,2.81,-26.75,34100,84,2.81
4680,59133.9201,0.726,249,0,2.81,-26.75,34100,84,2.81
4681,59133.33344,0.726,250,0,2.64,-26.75,34102,84,2.64
4682,59132.7488,0.726,250,0,2.81,-26.75,34102,84,2.81
4683,59132.16416,0.726,250,0,2.81,-26.75,34104,84,2.81
4684,59131.57952,0.725,250,0,2.81,-26.75,34105,84,2.81
4685,59130.99488,0.726,249,0,2.81,-26.75,34106,84,2.81
4686,59130.40822,0.725,250,0,2.64,-26.75,34107,84,2.64
4687,59129.82358,0.725,250,0,2.64,-26.75,34107,84,2.64
4688,59129.24096,0.724,249,0,2.64,-26.75,34107,84,2.64
4689,59128.65632,0.726,249,0,2.64,-26.75,34107,84,2.64
4690,59128.07168,0.727,250,0,2.64,-26.75,34108,84,2.64
4691,59127.48704,0.728,251,0,2.64,-26.75,34107,84,2.64
4692,59126.9024,0.727,250,0,2.64,-26.75,34107,84,2.64
4693,59126.31574,0.726,250,0,2.64,-26.75,34108,84,2.64
4694,59125.7311,0.725,250,0,2.64,-26.75,34106,84,2.64
4695,59125.14445,0.727,250,0,2.81,-26.75,34110,84,2.81
4696,59124.55779,0.737,251,0,2.64,-26.5,34107,84,2.64
4697,59123.97517,0.732,253,0,2.64,-26.25,34106,84,2.64
4698,59123.39254,0.729,252,0,2.81,-26,34107,84,2.81
4699,59122.80186,0.727,251,0,2.64,-26,34109,84,2.64
4700,59122.21318,0.727,250,0,2.46,-26,34110,84,2.46
4701,59121.62653,0.728,249,0,2.46,-26.25,34107,84,2.46
4702,59121.03987,0.724,249,0,2.46,-26.5,34106,84,2.46
4703,59120.45725,0.727,249,0,2.64,-26.75,34113,84,2.64
4704,59119.87462,0.726,251,0,2.46,-27,34112,84,2.46
4705,59119.29402,0.727,249,0,2.46,-26.75,34112,84,2.46
4706,59118.71139,0.728,251,0,2.46,-26.5,34110,84,2.46
4707,59118.12877,0.732,252,0,2.64,-26.5,34110,84,2.64
4708,59117.54816,0.728,251,0,2.46,-26.5,34111,84,2.46
4709,59116.96554,0.731,250,0,2.46,-26.25,34107,84,2.46
4710,59116.3809,0.727,251,0,2.46,-26.25,34108,84,2.46
4711,59115.79626,0.728,251,0,2.46,-26.25,34110,84,2.46
4712,59115.21162,0.728,250,0,2.46,-26.25,34108,84,2.46
4713,59114.62899,0.728,250,0,2.46,-26.5,34107,84,2.46
4714,59114.04637,0.73,252,0,2.46,-26.5,34108,84,2.46
4715,59113.46374,0.731,251,0,2.46,-26.5,34107,84,2.46
4716,59112.88112,0.729,252,0,2.46,-26.5,34109,84,2.46
4717,59112.2985,0.725,250,0,2.64,-26.5,34106,84,2.64
4718,59111.71587,0.727,250,0,2.46,-26.5,34106,84,2.46
4719,59111.13123,0.727,250,0,2.64,-26.75,34106,84,2.64
4720,59110.54861,0.73,250,0,2.64,-26.75,34103,84,2.64
4721,59109.96598,0.732,251,0,2.64,-26.5,34102,84,2.64
4722,59109.38739,0.732,252,0,2.64,-26.25,34100,84,2.64
4723,59108.8088,0.731,251,0,2.64,-26.25,34101,84,2.64
4724,59108.22416,0.728,251,0,2.64,-26.25,34102,84,2.64
4725,59107.64154,0.731,252,0,2.81,-26.25,34100,84,2.81
4726,59107.06093,0.728,251,0,2.81,-26.25,34100,84,2.81
4727,59106.4783,0.729,251,0,2.81,-26.25,34100,84,2.81
4728,59105.89568,0.728,250,0,2.99,-26.5,34098,84,2.99
4729,59105.31306,0.729,251,0,3.16,-26.5,34101,84,3.16
4730,59104.72035,0.73,250,0,3.16,-26.5,34104,84,3.16
4731,59104.11555,0.731,251,0,2.99,-26.5,34108,84,2.99
4732,59103.51277,0.734,251,0,2.99,-26.5,34107,84,2.99
4733,59102.90192,0.732,253,0,2.99,-26.25,34109,85,2.99
4734,59102.28704,0.733,252,0,2.99,-26,34111,85,2.99
4735,59101.66813,0.733,252,0,2.99,-25.75,34113,85,2.99
4736,59101.05123,0.737,253,0,2.99,-25.75,34116,85,2.99
4737,59100.43232,0.737,254,0,2.81,-25.75,34115,85,2.81
4738,59099.81542,0.734,254,0,2.64,-25.5,34116,85,2.64
4739,59099.19651,0.734,253,0,2.46,-25.5,34113,85,2.46
4740,59098.5776,0.732,252,0,2.46,-25.5,34111,85,2.46
4741,59097.97482,0.734,252,0,2.64,-25.5,34107,85,2.64
4742,59097.38614,0.733,253,0,2.46,-25.75,34106,84,2.46
4743,59096.79546,0.736,252,0,2.64,-25.75,34103,84,2.64
4744,59096.21082,0.737,255,0,2.64,-25.75,34101,84,2.64
4745,59095.62416,0.734,253,0,2.64,-25.5,34101,84,2.64
4746,59095.0375,0.731,252,0,2.64,-25.5,34104,84,2.64
4747,59094.45085,0.735,253,0,2.64,-25.75,34103,84,2.64
4748,59093.86822,0.736,253,0,2.64,-25.75,34101,84,2.64
4749,59093.2856,0.74,254,0,2.64,-25.75,34103,84,2.64
4750,59092.70298,0.739,254,0,2.64,-25.5,34106,84,2.64
4751,59092.12237,0.739,255,0,2.64,-25.25,34102,84,2.64
4752,59091.53773,0.736,255,0,2.64,-25.25,34103,84,2.64
4753,59090.95309,0.733,253,0,2.64,-25.25,34106,84,2.64
4754,59090.36845,0.733,253,0,2.46,-25.5,34103,84,2.46
4755,59089.78381,0.733,252,0,2.64,-25.5,34104,84,2.64
4756,59089.20118,0.734,253,0,2.64,-25.5,34107,84,2.64
4757,59088.62058,0.734,253,0,2.46,-25.75,34107,84,2.46
4758,59088.04198,0.736,253,0,2.46,-25.75,34105,84,2.46
4759,59087.46339,0.734,253,0,2.64,-25.5,34102,84,2.64
4760,59086.88278,0.733,253,0,2.64,-25.5,34106,83,2.64
4761,59086.30419,0.734,252,0,2.64,-25.75,34106,84,2.64
4762,59085.7256,0.733,252,0,2.64,-25.75,34104,83,2.64
4763,59085.15104,0.734,253,0,2.64,-25.75,34105,83,2.64
4764,59084.57446,0.732,253,0,2.64,-25.75,34102,83,2.64
4765,59083.9999,0.736,251,0,2.64,-25.75,34104,83,2.64
4766,59083.42333,0.735,253,0,2.64,-25.75,34107,83,2.64
4767,59082.84877,0.741,252,0,2.64,-25.75,34104,83,2.64
4768,59082.27421,0.737,255,0,2.64,-25.5,34105,83,2.64
4769,59081.69763,0.734,253,0,2.64,-25.25,34103,83,2.64
4770,59081.11904,0.738,253,0,2.46,-25.5,34108,83,2.46
4771,59080.54045,0.739,255,0,2.64,-25.5,34106,83,2.64
4772,59079.96387,0.736,254,0,2.64,-25.25,34108,83,2.64
4773,59079.38528,0.737,254,0,2.46,-25.25,34108,83,2.46
4774,59078.8087,0.737,253,0,2.46,-25.25,34109,83,2.46
4775,59078.23213,0.733,253,0,2.46,-25.25,34110,83,2.46
4776,59077.65757,0.737,253,0,2.46,-25.5,34112,83,2.46
4777,59077.08502,0.742,254,0,2.64,-25.5,34110,83,2.64
4778,59076.51248,0.737,255,0,2.46,-25.25,34109,83,2.46
4779,59075.93792,0.741,254,0,2.64,-25.25,34107,83,2.64
4780,59075.36134,0.737,256,0,2.46,-25.25,34108,83,2.46
4781,59074.78477,0.74,256,0,2.46,-25.25,34109,83,2.46
4782,59074.21021,0.736,255,0,2.64,-25.25,34104,83,2.64
4783,59073.63565,0.743,255,0,2.46,-25.25,34105,83,2.46
4784,59073.06109,0.738,255,0,2.46,-25.25,34107,83,2.46
4785,59072.49056,0.738,254,0,2.46,-25.25,34108,83,2.46
4786,59071.92205,0.744,255,0,2.46,-25.25,34106,83,2.46
4787,59071.35555,0.737,256,0,2.46,-25.25,34105,83,2.46
4788,59070.79107,0.74,254,0,2.46,-25.25,34105,83,2.46
4789,59070.22458,0.739,255,0,2.46,-25.25,34107,83,2.46
4790,59069.66211,0.74,254,0,2.46,-25.25,34107,83,2.46
4791,59069.10368,0.737,254,0,2.46,-25.25,34106,83,2.46
4792,59068.54122,0.736,254,0,2.46,-25.25,34108,83,2.46
4793,59067.98077,0.738,253,0,2.46,-25.25,34108,83,2.46
4794,59067.42234,0.738,254,0,2.46,-25.25,34106,83,2.46
4795,59066.8639,0.738,255,0,2.29,-25.25,34108,83,2.29
4796,59066.30749,0.737,254,0,2.46,-25.25,34108,83,2.46
4797,59065.75107,0.735,254,0,2.46,-25.25,34104,83,2.46
4798,59065.19264,0.739,253,0,2.29,-25.25,34105,83,2.29
4799,59064.63824,0.742,255,0,2.46,-25.25,34107,83,2.46
4800,59064.08586,0.74,254,0,2.46,-25.25,34104,82,2.46
4801,59063.53146,0.741,255,0,2.46,-25.25,34106,82,2.46
4802,59062.97706,0.739,255,0,2.64,-25.25,34103,82,2.64
4803,59062.43274,0.739,254,0,2.64,-25.25,34099,82,2.64
4804,59061.89648,0.741,253,0,2.46,-25.25,34102,82,2.46
4805,59061.36224,0.735,255,0,2.64,-25.25,34104,82,2.64
4806,59060.83203,0.739,254,0,2.64,-25.25,34101,81,2.64
4807,59060.30182,0.74,255,0,2.46,-25.25,34101,81,2.46
4808,59059.7696,0.742,256,0,2.46,-25.25,34101,81,2.46
4809,59059.24141,0.74,255,0,2.64,-25.25,34102,81,2.64
4810,59058.71322,0.738,255,0,2.46,-25.25,34103,81,2.46
4811,59058.18301,0.737,254,0,2.46,-25.25,34102,81,2.46
4812,59057.65683,0.735,254,0,2.46,-25.25,34103,81,2.46
4813,59057.13469,0.734,253,0,2.46,-25.25,34105,81,2.46
4814,59056.60851,0.735,253,0,2.46,-25.25,34105,81,2.46
4815,59056.08435,0.736,254,0,2.46,-25.25,34102,81,2.46
4816,59055.56019,0.735,253,0,2.64,-25.25,34103,81,2.64
4817,59055.03402,0.737,253,0,2.64,-25.25,34104,81,2.64
4818,59054.50381,0.736,254,0,2.64,-25.5,34104,81,2.64
4819,59053.96352,0.734,253,0,2.64,-25.5,34102,81,2.64
4820,59053.42525,0.732,252,0,2.64,-25.5,34101,82,2.64
4821,59052.88698,0.737,252,0,2.64,-25.75,34100,82,2.64
4822,59052.3487,0.735,254,0,2.64,-25.75,34101,82,2.64
4823,59051.81245,0.737,254,0,2.64,-25.75,34101,82,2.64
4824,59051.27216,0.738,254,0,2.64,-25.5,34102,82,2.64
4825,59050.73187,0.736,255,0,2.64,-25.5,34102,82,2.64
4826,59050.19158,0.736,254,0,2.64,-25.25,34105,82,2.64
4827,59049.6513,0.736,253,0,2.64,-25.25,34104,82,2.64
4828,59049.10899,0.737,254,0,2.64,-25.25,34107,82,2.64
4829,59048.56669,0.734,254,0,2.46,-25.25,34103,82,2.46
4830,59048.0264,0.733,253,0,2.46,-25.25,34106,82,2.46
4831,59047.48813,0.737,253,0,2.46,-25.25,34105,82,2.46
4832,59046.9559,0.733,253,0,2.64,-25.5,34105,82,2.64
4833,59046.4257,0.727,252,0,2.46,-25.5,34103,81,2.46
4834,59045.89146,0.732,251,0,2.64,-25.75,34106,81,2.64
4835,59045.35923,0.731,252,0,2.46,-25.75,34102,81,2.46
4836,59044.82902,0.73,252,0,2.64,-25.75,34112,81,2.64
4837,59044.28672,0.731,251,0,2.64,-25.75,34101,82,2.64
4838,59043.72224,0.731,252,0,2.46,-25.75,34103,82,2.46
4839,59043.16381,0.729,252,0,2.64,-25.75,34103,83,2.64
4840,59042.59731,0.729,250,0,2.64,-25.75,34102,83,2.64
4841,59042.03082,0.729,251,0,2.64,-25.75,34103,83,2.64
4842,59041.46029,0.728,251,0,2.64,-25.75,34105,83,2.64
4843,59040.88774,0.728,250,0,2.81,-26,34104,83,2.81
4844,59040.31117,0.727,251,0,2.81,-26,34104,83,2.81
4845,59039.73258,0.725,251,0,2.64,-26,34104,83,2.64
4846,59039.156,0.725,250,0,2.81,-26,34104,84,2.81
4847,59038.57741,0.727,250,0,2.64,-26,34102,84,2.64
4848,59037.9968,0.727,250,0,2.81,-26.25,34102,84,2.81
4849,59037.41821,0.73,251,0,2.81,-26.25,34102,84,2.81
4850,59036.84163,0.73,250,0,2.81,-26,34101,84,2.81
4851,59036.26304,0.728,251,0,2.64,-26,34098,84,2.64
4852,59035.68243,0.723,250,0,2.81,-26,34099,84,2.81
4853,59035.10384,0.728,249,0,2.81,-26,34102,84,2.81
4854,59034.52323,0.729,250,0,2.81,-26,34098,84,2.81
4855,59033.94464,0.729,251,0,2.81,-26,34097,84,2.81
4856,59033.36605,0.729,251,0,2.81,-26,34099,84,2.81
4857,59032.78746,0.73,251,0,2.81,-26,34098,84,2.81
4858,59032.20886,0.729,251,0,2.81,-25.75,34098,84,2.81
4859,59031.62826,0.728,251,0,2.81,-25.75,34099,84,2.81
4860,59031.04765,0.728,250,0,2.81,-25.75,34100,84,2.81
4861,59030.46704,0.728,250,0,2.81,-25.75,34100,84,2.81
4862,59029.88643,0.728,251,0,2.81,-26,34100,84,2.81
4863,59029.30582,0.73,251,0,2.81,-26,34100,84,2.81
4864,59028.72522,0.729,251,0,2.81,-26,34099,84,2.81
4865,59028.14864,0.729,250,0,2.81,-26,34099,84,2.81
4866,59027.57005,0.729,251,0,2.81,-26,34100,84,2.81
4867,59026.98944,0.728,251,0,2.81,-25.75,34101,84,2.81
4868,59026.40883,0.728,250,0,2.81,-25.75,34099,84,2.81
4869,59025.83024,0.729,251,0,2.64,-25.75,34098,84,2.64
4870,59025.24963,0.728,251,0,2.64,-26,34100,84,2.64
4871,59024.67104,0.73,251,0,2.81,-26,34101,84,2.81
4872,59024.09245,0.732,252,0,2.81,-25.75,34099,84,2.81
4873,59023.51386,0.732,252,0,2.64,-25.75,34100,84,2.64
4874,59022.93526,0.73,252,0,2.64,-25.75,34099,84,2.64
4875,59022.3607,0.732,251,0,2.64,-25.75,34101,84,2.64
4876,59021.78816,0.73,252,0,2.64,-25.75,34102,83,2.64
4877,59021.21763,0.729,251,0,2.81,-25.75,34102,83,2.81
4878,59020.6471,0.729,251,0,2.64,-25.75,34104,83,2.64
4879,59020.07456,0.728,251,0,2.64,-25.75,34103,83,2.64
4880,59019.50202,0.727,250,0,2.64,-25.75,34101,83,2.64
4881,59018.92947,0.727,250,0,2.64,-25.75,34102,83,2.64
4882,59018.35894,0.728,251,0,2.64,-26,34102,83,2.64
4883,59017.78842,0.728,251,0,2.81,-26,34101,83,2.81
4884,59017.21789,0.728,251,0,2.81,-26,34101,83,2.81
4885,59016.64938,0.727,251,0,2.81,-26,34103,83,2.81
4886,59016.07885,0.729,250,0,2.81,-26,34100,83,2.81
4887,59015.50832,0.727,251,0,2.64,-26,34102,83,2.64
4888,59014.93578,0.725,250,0,2.64,-26,34101,83,2.64
4889,59014.36323,0.727,250,0,2.64,-26,34102,83,2.64
4890,59013.79069,0.728,250,0,2.64,-26,34103,83,2.64
4891,59013.22016,0.728,250,0,2.64,-26,34104,83,2.64
4892,59012.64963,0.728,251,0,2.64,-26,34104,83,2.64
4893,59012.0791,0.727,251,0,2.64,-26,34106,83,2.64
4894,59011.50858,0.727,250,0,2.64,-26,34104,83,2.64
4895,59010.93805,0.725,250,0,2.64,-26,34106,83,2.64
4896,59010.36752,0.726,249,0,2.64,-26.25,34105,83,2.64
4897,59009.79901,0.724,250,0,2.64,-26.25,34104,83,2.64
4898,59009.2305,0.723,249,0,2.64,-26.25,34103,83,2.64
4899,59008.66198,0.723,249,0,2.64,-26.25,34102,83,2.64
4900,59008.09146,0.722,248,0,2.64,-26.25,34101,83,2.64
4901,59007.52093,0.723,248,0,2.64,-26.25,34101,83,2.64
4902,59006.95242,0.725,249,0,2.64,-26.5,34101,83,2.64
4903,59006.3839,0.725,250,0,2.64,-26.25,34101,83,2.64
4904,59005.81539,0.727,249,0,2.81,-26.25,34102,83,2.81
4905,59005.24688,0.724,250,0,2.81,-26.25,34102,83,2.81
4906,59004.67635,0.724,249,0,2.81,-26.25,34101,83,2.81
4907,59004.10582,0.725,249,0,2.64,-26.25,34102,83,2.64
4908,59003.5353,0.723,249,0,2.81,-26.25,34101,83,2.81
4909,59002.96477,0.726,249,0,2.81,-26.25,34105,83,2.81
4910,59002.39424,0.73,250,0,2.81,-26.25,34102,83,2.81
4911,59001.82371,0.727,251,0,2.81,-26.25,34102,83,2.81
4912,59001.24915,0.728,250,0,2.64,-26,34104,83,2.64
4913,59000.67056,0.73,251,0,2.64,-26,34105,83,2.64
4914,59000.09398,0.73,251,0,2.81,-26,34104,83,2.81
4915,58999.51539,0.731,251,0,2.64,-26,34105,84,2.64
4916,58998.93882,0.729,251,0,2.64,-26,34106,84,2.64
4917,58998.36224,0.73,251,0,2.64,-26,34109,84,2.64
4918,58997.78566,0.728,251,0,2.64,-26,34106,84,2.64
4919,58997.20707,0.729,251,0,2.64,-25.75,34109,84,2.64
4920,58996.62848,0.726,250,0,2.64,-25.75,34108,84,2.64
4921,58996.04989,0.725,249,0,2.64,-25.75,34107,84,2.64
4922,58995.4713,0.726,249,0,2.64,-26,34106,84,2.64
4923,58994.89472,0.726,250,0,2.81,-26,34107,84,2.81
4924,58994.31613,0.725,249,0,2.64,-26,34104,84,2.64
4925,58993.73754,0.725,250,0,2.64,-26.25,34107,84,2.64
4926,58993.16298,0.725,250,0,2.81,-26.25,34102,84,2.81
4927,58992.58438,0.726,249,0,2.64,-26.25,34102,84,2.64
4928,58992.00781,0.727,250,0,2.64,-26.25,34102,84,2.64
4929,58991.42922,0.727,250,0,2.81,-26.25,34102,84,2.81
